Name,Website,Institution,Kategorie,Kurz Beschreibung,Schlagworte,Land,Sprache,Software / Modell / Format,Semantic,Lizenz,Open access,Aktuell/gepflegt,Kommentar,Kontakt,Betrifft Konservierung/Restaurierung,Betrifft Denkmalschutz,Responsive
Polygnosis platform model/ Polygnosis thesaurus,"http://politeia.iesl.forth.gr/polygnosis/ ; 
https://www.ims.forth.gr/en/project/view?id=73","Foundation for Research and Technology Hellas (FORTH) - Institute for Mediterranean Studies -
Laboratory of Geophysical - Satellite Remote Sensing and Archaeo-environment (GeoSat ReSeArch Lab)",Vokabular,"semantisches Datenmodell und darauf basierender Thesaurus, die im Zuge des POLITEIA-Projektes für die Betreibung der Polygnosis educational knowledge web platform entwickelt wurden. Das Model und der Thesaurus sollen die Zusammenarbeit interdisziplinärer Arbeitsgruppen erleichtern, um Informationen über optische und laserbasierte Techniken für die fortgeschrittene Bildgebung, Analyse und Diagnose von materiellen Kulturgütern zu finden. Weder der Thesaurus/das Datenmodell, noch die Platform sind öffentlich zugänglich und nur in Form textlicher Artikel nachzuverfolgen.","Kulturerbe, Laserdiagnostik, optische Technologien, Thesaurus, semantische Modellierung, Bildungsplattform",GR,englisch,"Cidoc CRM, SKOS, TMS THeMaS",X,Keine spezifische Lizenz angegeben; urheberrechtlich geschützt,TRUE,TRUE,,,TRUE,TRUE,TRUE
Post Production Glossary,https://www.digitalrebellion.com/webapps/glossary,"Digital Rebellion LLC, Los Angeles",Vokabular,"Online-Glossar mit Fachbegriffen aus der Postproduktion, einschließlich Begriffen aus den Bereichen Video-Editing, Farbkorrektur, Audio, Kompression und Medienformate.","Postproduktion, Video-Editing, Farbkorrektur, Audio, Kompression, Medienformate, Fachbegriffe, Glossar",USA,englisch,HTML,-,Keine spezifische Lizenz angegeben; urheberrechtlich geschützt,TRUE,TRUE,,,TRUE,FALSE,TRUE
"Preparation, Art Handling, Collection Care Information Network",https://www.paccin.org/content.php?1-home,T. Ashley McGrew,Ressourcensammlung,"Gemeinnütziges Netzwerk, das sich der Unterstützung von Fachleuten im Bereich der praktischen Sammlungspflege widmet. Es bietet Ressourcen, Foren, Workshops und Konferenzen zu Themen wie Verpackung, Transport, Installation und Lagerung von Kunstwerken und Artefakten.","Sammlungspflege, Kunsthandhabung, Verpackung, Transport, Installation, Konservierung, Museologie, Fachnetzwerk",USA,englisch,"HTML, PDF, Forum",-,Keine spezifische Lizenz angegeben; urheberrechtlich geschützt,TRUE,TRUE,,,TRUE,TRUE,TRUE
Propylaeum@heiDATA,https://www.propylaeum.de/publizieren/forschungsdaten,Propylaeum - Fachinformationsdienst für die Altertumswissenschaften der UB Heidelberg und BSB München,Ressourcensammlung,"Plattform zur dauerhaftem Archivierung von Forschungsdaten im Bereich der Altertumswissenschaften. Diese Daten erhalten einen DOI und können direkt mit Online-Publikationen auf den Heidelberger Publikationsplattformen verknüpft werden. Die Archivierung erfolgt über Plattformen wie heiDATA, heidICON und DWork. Zudem ist Propylaeum seit 2023 Participant von NFDI4Objects, einem Konsortium zur Langzeitarchivierung von Forschungsdaten im Bereich des materiellen Erbes.","Forschungsdaten, Archivierung, DOI, heiDATA, heidICON, DWork, NFDI4Objects, Langzeitarchivierung, Open Access, Altertumswissenschaften",DE,deutsch,,,Keine spezifische Lizenz angegeben; urheberrechtlich geschützt,TRUE,TRUE,"• alle Forschungdaten werden mit DOI versehen
    • Langzeitarchiv heiARCHIVE
    • OAIS-kompatibel
    • Mitglied NFDI4Objects TA5",,TRUE,TRUE,TRUE
Raman Spectroscopic Library,http://www.chem.ucl.ac.uk/resources/raman/index.html,University College London,Datenbank,"Sammlung von Raman-Spektren von über 60 natürlichen und synthetischen Pigmenten, die vor ca. 1850 verwendet wurden. Die Datenbank dient als Referenz für die nicht-invasive Analyse historischer Materialien.","Raman-Spektroskopie, Pigmente, historische Materialien, nicht-invasive Analyse, Kulturerbe, Kunstkonservierung",UK,englisch,"HTML, PDF",-,Keine spezifische Lizenz angegeben; urheberrechtlich geschützt,TRUE,FALSE,,,TRUE,TRUE,TRUE
Rare Books and Manuscripts Section,https://rbms.info/vocabularies/index.shtml,American Library Association,Vokabular,"Die RBMS Controlled Vocabularies bieten standardisierte Terminologien für die Katalogisierung von seltenen Büchern und besonderen Sammlungen. Sie umfassen sechs Thesauri: Binding Terms, Genre Terms, Paper Terms, Printing & Publishing Evidence, Provenance Evidence und Type Evidence. Diese Vokabulare helfen bei der Beschreibung und dem Auffinden von Materialien anhand ihrer physischen Merkmale und Provenienz.","Thesaurus, kontrolliertes Vokabular, seltene Bücher, Spezialbestände, Katalogisierung, Provenienz, Buchbindung, Papiersorten, Druck- und Verlagsmerkmale, Typografie",USA,englisch,"MediaWiki, HTML; geplante Veröffentlichung als Linked Open Data",-,Keine spezifische Lizenz angegeben; urheberrechtlich geschützt,TRUE,TRUE,,,TRUE,TRUE,TRUE
Ratgeber zur Archivierung digitaler Daten,https://www.landesarchaeologien.de/kommissionen/archaeologie-und-informationssysteme,VLA,Ressourcensammlung,Die Kommission „Archäologie und Informationssysteme“ beschäftigt sich mit dem Einsatz von Informationstechnologien in der Archäologie. Sie dient als Plattform zum Austausch von Informationen und Erfahrungen und gibt Empfehlungen zur Nutzung von Synergieeffekten sowie zur Erhöhung der Interoperabilität.,"Archäologie, Informationssysteme, Digitalisierung, Datenmodellierung, ADeX, Archivierung, FOSS, Grabungsdokumentation, NFDI, Recht, Thesauri",DE,deutsch,PDF,,Keine spezifische Lizenz angegeben; urheberrechtlich geschützt,TRUE,TRUE,https://www.landesarchaeologien.de/fileadmin/mediamanager/004-Kommissionen/Archaeologie-und-Informationssysteme/Archivierung/Ratgeber_Archivierung_V1.0.pdf,AG Archivierung des VLA; https://www.landesarchaeologien.de/kommissionen/archaeologie-und-informationssysteme/projekte-3,TRUE,TRUE,TRUE
Research space,https://researchspace.org/,"British Museum, London",Ontologie,"ResearchSpace ist eine webbasierte Plattform zur semantischen Modellierung, Analyse und Visualisierung von Kulturerbe-Daten. Sie basiert auf dem CIDOC CRM und ermöglicht die Integration heterogener Datenquellen mittels Linked Data-Prinzipien. Die Plattform unterstützt die Darstellung komplexer Beziehungen zwischen Objekten, Ereignissen, Orten und Akteuren in Form von Wissensgraphen.","Ontologie, CIDOC CRM, RDF, SPARQL, Linked Data, Wissensgraph, Kulturerbe, semantische Modellierung, Datenintegration",International,englisch,Cidoc CRM,X,AGPLv3 (Open Source),TRUE,TRUE,,,TRUE,TRUE,TRUE
Resource Description Framework (RDF),https://en.wikipedia.org/wiki/Resource_Description_Framework,,Ontologie,RDF ist ein W3C-Standard zur Beschreibung von Datenmodellen in Form von Tripeln (Subjekt–Prädikat–Objekt). Es dient der Darstellung und dem Austausch von Informationen im Semantic Web und ermöglicht die Verknüpfung und Integration heterogener Datenquellen.,"RDF, Ontologie, Tripel, Linked Data, Semantic Web, Datenmodell, SPARQL, RDFS, OWL, SHACL",International,englisch,"RDF, XML, Turtle, TriG, N-Triples, N-Quads, JSON-LD",,W3C Document License,TRUE,TRUE,"W3C Standard, https://format.gbv.de/rdf",,TRUE,TRUE,TRUE
Richtlinien zur Dokumentation archäologischer Maßnahmen / Ausgrabungen,https://denkmalpflege.niedersachsen.de/service/dokumentation/fachinformation-archaeologie-145712.html,Niedersächsische Landesamt für Denkmalpflege,Fachtext,"Grabungsrichtlinien des Landes Niedersachsen, sowie zugehörige Vorgaben zur Datenstruktur und Formularvorgaben.","Grabungsrichtlinien, Formulare, Ausgrabung",DE,deutsch,PDF,,Keine spezifische Lizenz angegeben; urheberrechtlich geschützt,TRUE,TRUE,,,FALSE,TRUE,TRUE
Richtlinie zur Durchführung archäologischer Grabungen im Land Bremen,https://www.landesarchaeologie.bremen.de/aufgaben/dokumentationsrichtlinie-12235,Landesarchäologie Bremen,Fachtext,"Grabungsrichtlinien des Landes Bremen, sowie zugehörige Vorgaben zur Datenstruktur und Formularvorgaben.","Grabungsrichtlinien, Formulare, Ausgrabung",DE,deutsch,PDF,,Keine spezifische Lizenz angegeben; urheberrechtlich geschützt,TRUE,TRUE,,,FALSE,TRUE,TRUE
Richtlinien zur Grabungsdokumentation Brandenburg,https://bldam-brandenburg.de/wp-content/uploads/2022/09/Dokumentationsrichtlinien_2022_Stand-20220926.pdf,"Brandenburgisches Landesamt für Denkmalpflege und Archäologisches Landesmuseum, Dezernat Archäologische Denkmalpflege",Fachtext,"Grabungsrichtlinien des Landes Brandenburg, sowie zugehörige Vorgaben zur Datenstruktur und Formularvorgaben.","Grabungsrichtlinien, Formulare, Ausgrabung",DE,deutsch,PDF,,Keine spezifische Lizenz angegeben; urheberrechtlich geschützt,TRUE,TRUE,,,FALSE,TRUE,TRUE
"Romoe Restauratoren Netzwerk - Restaurierung, Kunst, Denkmalpflege",https://www.romoe.com/de/,Anuvito GmbH,Ressourcensammlung,"Internationales Netzwerk mit Fokus auf Restaurierung, Konservierung, Kunst, Denkmalpflege und Denkmalschutz. Bietet Verzeichnisse von Fachleuten, Organisationen, Veranstaltungen sowie thematische Inhalte.","Restaurierung, Konservierung, Denkmalpflege, Denkmalschutz, Kunst, Netzwerk, Fachverzeichnis, Veranstaltungen, Bildung",DE,deutsch,HTML,-,Keine spezifische Lizenz angegeben; urheberrechtlich geschützt,TRUE,TRUE,,,TRUE,TRUE,TRUE
RRUFF Database,https://rruff.info/,University of Arizona,Datenbank,"Wissenschaftliche Open-Access-Datenbank mit hochqualitativen Raman-Spektren, Röntgenbeugungsdaten, Infrarotspektren, chemischen Analysen und Fotografien von gut charakterisierten Mineralproben. Ziel ist die vollständige Erfassung aller bekannten Minerale zur Unterstützung von Forschung, Lehre und praktischer Identifikation.","Mineralogie, Raman-Spektroskopie, Röntgendiffraktion, Infrarotspektroskopie, chemische Analyse, Kristallographie, Geowissenschaften, Planetologie, Materialwissenschaften",USA,englisch,HTML,-,Creative Commons Attribution 4.0 International License (CC BY 4.0),TRUE,TRUE,,,TRUE,TRUE,TRUE
Rutherford Online – Lexikon der Elemente,https://www.uniterra.de/rutherford/,Universal Terra Ltd.,Ressourcensammlung,"Online-Lexikon mit detaillierten Beschreibungen chemischer Elemente, deren Eigenschaften, Entdeckungsgeschichte, Vorkommen und Anwendungen. Enthält auch Artikel zu chemischen Bindungen und Atommodellen.","Begriffserklärung, Materialien, Chemie, Periodensystem, Bindungslehre, Atommodelle",DE,deutsch,HTML,-,"Keine spezifische Lizenz angegeben; urheberrechtlich geschützt
© 2025 Uniterra 🌎",TRUE,TRUE,,,TRUE,FALSE,TRUE
Salzwiki,https://www.salzwiki.de/index.php/Startseite,"Hornemann-Institut, HAWK Hildesheim",Fachtext,"Fachportal mit deutsch- und englischsprachigen Informationen zu Salzen, salzbedingten Schäden und deren Behandlung in Kulturgütern. Beinhaltet Artikel zu Grundlagen, Schadensmechanismen, Konservierungsmaßnahmen, Untersuchungsmethoden und Fallbeispielen.","Begriffserklärung, Materialien, Salze, Schadensphänomene, Analyse, Restaurierung, Schutz, Konservierung, Wandmalerei, Naturstein, Baukeramik, Denkmalpflege",DE,"deutsch, englisch",MediaWiki,-,CC BY-NC-SA 3.0 DE (sofern nicht anders angegeben),TRUE,FALSE,,,TRUE,TRUE,TRUE
Selection of Materials for the Storage or Display of Museum Objects (Oddy test),https://britishmuseum.iro.bl.uk/concern/books/102da8e4-8a79-4d94-adec-00226ee8ed60?locale=en,"British Museum, London",Fachtext,Leitfaden zur Durchführung von Materialtests (Oddy-Tests) zur Bewertung der Eignung von Materialien für Lagerung und Ausstellung in Museen. Enthält standardisierte Testverfahren und eine Datenbank mit Testergebnissen.,"Konservierung, Materialien, Analyse, Restaurierung, Lagerung, Ausstellung, Oddy-Test",UK,englisch,Excel,-,CC BY-NC-SA 4.0 (Attribution-NonCommercial-ShareAlike),TRUE,TRUE,,,TRUE,FALSE,TRUE
Simple Knowledge Organisation System (SKOS),https://www.w3.org/2004/02/skos/,SKOS Simple Knowledge Organization System,Ontologie,"SKOS ist ein W3C-Standard zur Darstellung kontrollierter Vokabulare wie Thesauri, Klassifikationsschemata und Taxonomien im RDF-Format. Es ermöglicht die Veröffentlichung und Verlinkung von Wissensorganisationssystemen im Semantic Web.","Ontologie, Vokabular, Thesaurus, Klassifikation, RDF, OWL, SKOS, Linked Data, Semantic Web",International,enlisch,RDF,,"W3C Document License
© 1994-2012 W3C ® (MIT, ERCIM, Keio), All Rights Reserved",TRUE,TRUE,"W3C Standard, Java Variant: JSKOS, https://format.gbv.de/skos",,FALSE,FALSE,TRUE
Stained Glass Terminology,https://www.stainedglass.org/learning-resources/stained-glass-dictionary,The Stained Glass Association of America,Vokabular,"Glossar mit Fachbegriffen aus der Architektur- und Kunstglasbranche, einschließlich Definitionen zu Materialien, Techniken, Stilen und architektonischen Elementen im Kontext von Bleiglas und Glasgestaltung.","Begriffserklärung, Materialien, Technik, Glasmalerei, Architektur, Restaurierung, Denkmalpflege, Stile",USA,englisch,HTML,-,Keine spezifische Lizenz angegeben; urheberrechtlich geschützt,TRUE,TRUE,,,TRUE,TRUE,TRUE
"Standard zur Durchführung archäologischer
Grabungen im Land Berlin",https://www.berlin.de/landesdenkmalamt/service/formulare/#Bodendenkmalpflege,Landesdenkmalamt Berlin,Fachtext,"Grabungsrichtlinien des Landes Berlin, sowie zugehörige Vorgaben zur Datenstruktur und Formularvorgaben.","Grabungsrichtlinien, Formulare, Ausgrabung",DE,deutsch,PDF,,Keine spezifische Lizenz angegeben; urheberrechtlich geschützt,TRUE,TRUE,,,FALSE,TRUE,TRUE
Stretchers and Strainers: Glossary,https://www.conservation-wiki.com/wiki/Stretchers_and_Strainers:_Glossary,American Institute for Conservation,Vokabular,"Glossar mit über 80 Fachbegriffen zu Keilrahmen und Spannrahmen, einschließlich Definitionen zu Bauteilen, Verbindungstechniken und Spannsystemen, mit historischen und technischen Kontexten.","Begriffserklärung, Materialien, Restaurierung, Gemälde, Holz, Spannrahmen, Keilrahmen, Analyse",USA,englisch,MediaWiki,-,Keine spezifische Lizenz angegeben; urheberrechtlich geschützt,TRUE,TRUE,,,TRUE,FALSE,TRUE
Survey2GIS,https://www.survey-tools.org/,"Landesamt für Denkmalpflege im Regierungspräsidium Stuttgart, CSGIS GbR",,"Open-Source Feldvermessungs- und Grabungssoftware, welche die nahtlose Überführung von topographischen Vermessungsdaten aus GPS-Geräten oder Totalstationen in attribuierte Geometriedaten ermöglicht.","GIS-Parser, QGIS-Plugin, Datentransformation, topographische Daten, Vermessungsdaten, Geometriedaten, Vermessung, Feldvermessung, Ausgrabung",DE,englisch,?,,GNU GPL 2.0/3.0,TRUE,TRUE,,,FALSE,TRUE,TRUE
Thesaurus For Graphic Materials,https://www.loc.gov/cds/products/product.php?productID=81,Library of Congress,Vokabular,"Zweiteiliger Thesaurus zur Beschreibung und Klassifikation von grafischen Materialien. TGM I umfasst thematische Begriffe (Subject Terms), TGM II behandelt Gattungen und physikalische Merkmale (Genre and Physical Characteristic Terms). Ursprünglich von der Prints and Photographs Division entwickelt, wird er landesweit zur Katalogisierung visueller Materialien verwendet.","Begriffserklärung, Materialien, Fotografie, Grafik, Genre, physikalische Merkmale, Katalogisierung, Archivwesen",USA,englisch,"MultiTes, HTML, PDF (verfügbar über Cataloger's Desktop)",X,Keine spezifische Lizenz angegeben; urheberrechtlich geschützt,TRUE,FALSE,,,TRUE,FALSE,TRUE
Thesaurus of monument types (FISH),https://collectionstrust.org.uk/resource/thesaurus-of-monument-types-fish/,Collections Trust,Vokabular,"Kontrolliertes Vokabular zur Klassifikation von Denkmaltypen des gebauten und unterirdischen Kulturerbes in England. Enthält Begriffe für verschiedene Monumenttypen, strukturiert nach thematischen Kategorien.","Begriffserklärung, Denkmaltypen, Denkmalpflege, Archäologie, Klassifikation, SKOS, RDF",UK,englisch,"SKOS, RDF",,Keine spezifische Lizenz angegeben; urheberrechtlich geschützt,TRUE,TRUE,,,TRUE,TRUE,
Time Ontology in Web Ontology Language (OWL-Time),https://www.w3.org/TR/owl-time/,,Ontologie,"OWL-2 DL-Ontologie zur Beschreibung temporaler Konzepte wie Zeitpunkte, Zeitintervalle, Dauer und deren topologischer Beziehungen. Unterstützt verschiedene Zeitreferenzsysteme (z. B. Gregorianischer Kalender, Unix-Zeit, geologische Zeit).","Ontologie, Zeit, temporale Modellierung, RDF, OWL, Zeitintervall, Zeitpunkt, Dauer",International,englisch,OWL,,"W3C Software and Document License, Copyright © 2022 W3C ® (MIT, ERCIM, Keio, Beihang)",TRUE,TRUE,W3C Standard,,FALSE,FALSE,TRUE
Uemura dye archive,https://cameo.mfa.org/wiki/Category:Uemura_dye_archive,"Museum of fine arts, Boston",Ressourcensammlung,"Sammlung von 744 gefärbten Stoffproben aus dem frühen 20. Jahrhundert, erstellt von Uemura Rokuro, einem Experten für traditionelle japanische Färbetechniken. Enthält japanische Originaltexte mit englischer Übersetzung sowie Bilder der Proben unter sichtbarem und ultraviolettem Licht.","Begriffserklärung, Materialien, Farbstoffe, Textil, Restaurierung, Analyse, visuelles Glossar, Japan",USA,"englisch, japanisch","HTML, MediaWiki",-,Keine spezifische Lizenz angegeben; urheberrechtlich geschützt,TRUE,TRUE,,,TRUE,FALSE,TRUE
UncertaintyOntology,https://www.w3.org/2005/Incubator/urw3/wiki/UncertaintyOntology.html,World Wide Web Consortium (W3C),Ontologie,"Ontologie zur Modellierung und Klassifikation von Unsicherheiten in Aussagen, einschließlich Typen wie Ambiguität, Vagheit, Inkomplettheit und entsprechenden mathematischen Modellen wie Wahrscheinlichkeit und Fuzzy-Sets.","Begriffserklärung, Unsicherheit, Ontologie, Modellierung, semantisches Web",International,englisch,"OWL, RDF",,Keine spezifische Lizenz angegeben; urheberrechtlich geschützt,TRUE,FALSE,W3C Standard,,FALSE,FALSE,TRUE
Union List of Artist Names,https://www.getty.edu/research/tools/vocabularies/ulan/,Getty Research Institute,Vokabular,"Kontrolliertes Vokabular mit über 500.000 Einträgen zu Künstler:innen, Architekt:innen, Werkstätten, Institutionen und anderen Akteur:innen im Bereich der Kunst und Architektur. Enthält biografische Daten, Namensvarianten und hierarchische sowie assoziative Beziehungen.","Begriffserklärung, Künstler:innen, Institutionen, Namensnormdaten, Linked Open Data",USA,englisch,HTML,-,Open Data Commons Attribution License (ODC-BY) 1.0,TRUE,TRUE,,vocab@getty.edu,TRUE,TRUE,TRUE
Urushi Glossary,http://urushigakusha.jp/uploads/sites/2/Essential_Bilingual_Glossary_of_Japanese_Urushi_Materials_and_Techniques.pdf,"Mejiro Urushi Studio, Tokyo",Vokabular,"Zweisprachiges Glossar mit 105 grundlegenden Begriffen zu Materialien und Techniken der japanischen Urushi-Lackkunst, erstellt vom Mejiro Institute of Urushi Research and Restoration.","Begriffserklärung, Materialien, Technik, Restaurierung, Urushi, Lackkunst",JP,"englisch, japanisch",PDF,-,Keine spezifische Lizenz angegeben; urheberrechtlich geschützt,TRUE,TRUE,,,TRUE,FALSE,TRUE
Viaduct - Glossary analytical methods,http://www.viaduct-diadrasis.net/glossary,"Diadrasis, Athen",Vokabular,Textbasiertes Glossar mit Definitionen zu Fachbegriffen aus der Konservierung und Restaurierung.,"Begriffserklärung, Restaurierung, Analyse, Materialien",GR,englisch,HTML,-,Keine spezifische Lizenz angegeben; urheberrechtlich geschützt,TRUE,FALSE,,,TRUE,TRUE,TRUE
Viaduct - Image glossary analytical methods,http://www.viaduct-diadrasis.net/image-glossary,"Diadrasis, Athen",Vokabular,Visuell unterstütztes Glossar zur Beschreibung von Analyseverfahren und Schadensphänomenen an Kulturgut. Entwickelt zur Förderung der interdisziplinären Kommunikation im Bereich der Konservierung und Restaurierung.,"Begriffserklärung, Analyse, Schadensphänomene, Restaurierung, visuelles Glossar, interdisziplinäre Kommunikation",GR,englisch,HTML,-,Keine spezifische Lizenz angegeben; urheberrechtlich geschützt,TRUE,FALSE,,,TRUE,TRUE,TRUE
Video Preservation: Glossary of Terms,https://cool.culturalheritage.org/byorg/bavc/bavcterm.html,Bay Area Video Coalition,Vokabular,"Glossar zur Standardisierung von Begriffen im Bereich der Videobandkonservierung. Enthält Definitionen zu physikalischen und chemischen Eigenschaften von Videobändern, Alterungsprozessen und Erhaltungsmaßnahmen.","Begriffserklärung, Zustand, Schadensphänomene, Restaurierung, Analyse, Magnetband, Videokonservierung",USA,englisch,HTML,-,"Keine spezifische Lizenz angegeben; urheberrechtlich geschützt / ©1996 Rebecca Bachman, Walker Art Center Archives",TRUE,FALSE,,,TRUE,FALSE,TRUE
Virtual International Authority File,https://viaf.org/de,OCLC,Vokabular,"VIAF® (Virtual International Authority File) kombiniert mehrere Normdateien in einem von OCLC gehosteten Normdatendienst. Ziel dieses Dienstes ist die Steigerung des Nutzens der bibliothekarischen Normdateien bei gleichzeitiger Kostenreduzierung, indem weitgenutzte Normdateien zusammengeführt und verlinkt und so die Daten im Web zugänglich gemacht werden.","Normdaten, kontrolliertes Vokabular, Bibliotheken, Interoperabilität",diverse,diverse,"XML, RDF, RDF-Triple, Marc-21 XML, Marc-21",,Open Data Commons Attribution License (ODC-By) v1.0,TRUE,TRUE,,,TRUE,FALSE,TRUE
Visual Glossary - Australian Institute for the Conservation of Cultural Material,https://aiccm.org.au/conservation/visual-glossary/,Australian Institute for the Conservation of Cultural,Vokabular,"Visuell gestütztes Glossar zu Schadensphänomenen an Kulturgut mit über 60 Begriffserklärungen. Enthalten sind Kurzdefinitionen und Bildbeispiele zu Zuständen, Alterungsspuren und Schäden an unterschiedlichen Materialien.","Begriffserklärung, Zustand, Schadensphänomene, Restaurierung, visuelles Glossar",AUS,englisch,HTML,-,Keine spezifische Lizenz angegeben; urheberrechtlich geschützt,TRUE,TRUE,,,TRUE,FALSE,FALSE
VLA Zeitstrahl,https://www.landesarchaeologien.de/fileadmin/mediamanager/004-Kommissionen/Archaeologie-und-Informationssysteme/Thesauri/Zeitstrahl_V01.pdf,Verband der Landesarchäologien,Vokabular,Zeitstrahl zur Parallelisierung archäologischen Zeitstufen in verschiedenen Regionen Deutschlands. Handreichung für den Vergleich von Datensätzen aus verschiedenen Landesämtern bzw. Bundesländern.,"Datierung, Zeitstufen",DE,deutsch,PDF,,Keine spezifische Lizenz angegeben; urheberrechtlich geschützt,TRUE,FALSE,Vorbericht zu Zeitstrahl: https://www.landesarchaeologien.de/fileadmin/mediamanager/004-Kommissionen/Archaeologie-und-Informationssysteme/Thesauri/Vokabular-Datenstrukturen_v1.1.pdf ; Zeitstrahl: https://www.landesarchaeologien.de/fileadmin/mediamanager/004-Kommissionen/Archaeologie-und-Informationssysteme/Thesauri/Zeitstrahl_V01.pdf,AG Thesauri des VLA,TRUE,TRUE,TRUE
VLA Datierung-Begriffsliste,https://www.landesarchaeologien.de/kommissionen/archaeologie-und-informationssysteme/projekte-9,Verband der Landesarchäologien,Vokabular,"Begriffsliste zur groben Datierung von Fundstellen, für ADeX entwickelt.","Datierung, ADeX",DE,deutsch,html,,Keine spezifische Lizenz angegeben; urheberrechtlich geschützt,TRUE,FALSE,,,FALSE,TRUE,TRUE
VLA Grabungsrichtlinien,https://www.landesarchaeologien.de/kommissionen/grabungstechnik/mitglieder/grabungsstandards,Verband der Landesarchäologien,Fachtext,"Empfehlungen für die Planung, Durchführung und Dokumentation archäologischer Ausgrabungen. Enthält Grundinformationen zur Ausstattung und Dokumentation einer Ausgrabung und behandelt in verschiedenen Abschnitten die Bereiche Siedlungs-, Gräber- und Unterwasserarchäologie ebenso wie die Durchführung von vorbereitenden Prospektionen. Sehr wichtig sind Informationen zur Behandlung von Funden und von verschiedenartigen naturwissenschaftlichen Proben. Diese Handreichung soll einen Grundstandard innerhalb der vielseitigen Richtlinien der Länder schaffen.","Grabungsrichtlinien, Formulare, Ausgrabung, Empfehlungen, Qualitätsstandard, Dokumentation, Methoden, Technik",DE,deutsch,PDF,,Keine spezifische Lizenz angegeben; urheberrechtlich geschützt,TRUE,FALSE,,,FALSE,TRUE,TRUE
VLA Positionsgenauigkeit-Begriffsliste,https://www.landesarchaeologien.de/fileadmin/mediamanager/004-Kommissionen/Archaeologie-und-Informationssysteme/ADeX/ADeX_2-0_Doku.pdf,Verband der Landesarchäologien,Vokabular,"Begriffsliste zur Genauigkeit von Positionsangaben, mit Abstufungen je nach Fehlerquote bzw. Vermessungsungenauigkeit. Für ADeX entwickelt.","Vermessung, Lagegenauigkeit, ADeX",DE,deutsch,PDF,,Keine spezifische Lizenz angegeben; urheberrechtlich geschützt,TRUE,FALSE,,,FALSE,TRUE,TRUE
VLA Typ-Begriffsliste,https://www.landesarchaeologien.de/kommissionen/archaeologie-und-informationssysteme/projekte-9,Verband der Landesarchäologien,Vokabular,"Begriffsliste zur groben Bestimmung des Fundstellentypen, für ADeX entwickelt.","Fundstellentyp, ADeX",DE,deutsch,html,,Keine spezifische Lizenz angegeben; urheberrechtlich geschützt,TRUE,FALSE,,,FALSE,TRUE,TRUE
Vorgaben zur Dokumentation archäologischer Ausgrabungen in Bayern,https://www.blfd.bayern.de/mam/information_und_service/fachanwender/dokuvorgaben_april_2020.pdf,Bayerisches Landesamt für Denkmalpflege,Fachtext,"Grabungsrichtlinien des Landes Bayern, sowie zugehörige Vorgaben zur Datenstruktur und Formularvorgaben.","Grabungsrichtlinien, Formulare, Ausgrabung",DE,deutsch,PDF,,Keine spezifische Lizenz angegeben; urheberrechtlich geschützt,TRUE,TRUE,,,FALSE,TRUE,TRUE
Wand- und Deckenmalerei in Lübecker Bürgerhäusern 1300 bis 1800,https://www.wandmalerei-luebeck2020.uni-kiel.de/hv1.php?,Universität Kiel,Datenbank,Datenbank mit Informationen zur Wand- und Deckenmalerei in Lübecker Bürgerhäusern von 1300 bis 1800.,"Wandmalerei, Deckenmalerei, Lübeck, Bürgerhäuser, 1300-1800, Malereischichten, Ornamentik, Bildthemen, Adressen",DE,deutsch,html,,Alle Rechte vorbehalten / Nutzung nur mit Genehmigung,TRUE,FALSE,,,TRUE,TRUE,TRUE
Web Feature Service,https://www.ogc.org/standards/wfs/,Open Geospatial Consortium,Datenschema,"Geodaten-Dienst, der Vektordaten, wie z.B. Punkt-, Linien- und Flächengeometrien, mit zusätzlichen Informationen (Attributen) über das Internet bereitstellt. Dieser Standard definiert den direkten, feinkörnigen Zugriff auf geografische Informationen auf Feature- und Feature-Eigenschaftsebene durch die Angabe von Discovery-, Abfrage-, Sperr- und Transaktionsvorgängen sowie Vorgängen zur Verwaltung gespeicherter, parametrisierter Abfrageausdrücke. Dieser Standard umfasst 11 Vorgänge, z. B. GetCapabilities (Discovery-Vorgang). Er ist weiterhin ein zuverlässiges Mittel, um Geodaten im Web bereitzustellen.","Geodaten, Datenaustausch, Vektordaten, Schnittstelle",diverse,diverse,"HTTP, XML, XLink, GML",,?,TRUE,TRUE,,,FALSE,TRUE,TRUE
Web Map Service,https://www.ogc.org/de/standards/wms/,Open Geospatial Consortium,Datenschema,"Dieser Standard bietet eine einfache HTTP-Schnittstelle zum Anfordern georegistrierter Kartenbilder aus einer oder mehreren verteilten Geodatenbanken. Eine WMS-Anforderung definiert die zu verarbeitenden geografischen Ebenen und Interessenbereiche. Die Antwort auf die Anforderung besteht aus einem oder mehreren georegistrierten Kartenbildern (zurückgegeben als JPEG, PNG usw.), die in einer Browseranwendung angezeigt werden können.","Geodaten, Datenaustausch, Rasterdaten, Karten, Schnittstelle",diverse,diverse,"HTTP, XML, JPG, PNG, TIFF",,?,TRUE,TRUE,,,FALSE,TRUE,TRUE
